Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
APOG,"Apogee Enterprises, Inc.",42.4,1196513118,n/a,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/apog
APEN,"Apollo Endosurgery, Inc.",6.54,114511796.5,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/apen
AINV,Apollo Investment Corporation,5.65,1223359447,n/a,2004,n/a,n/a,https://www.nasdaq.com/symbol/ainv
AMEH,"Apollo Medical Holdings, Inc.",15.8,526678132.2,n/a,n/a,Consumer Services,Professional Services,https://www.nasdaq.com/symbol/ameh
APPF,"AppFolio, Inc.",57.8,1975063917,n/a,2015,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/appf
APPN,Appian Corporation,31.49,1929047516,n/a,2017,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/appn
AAPL,Apple Inc.,186.31,9.15739E+11,n/a,1980,Technology,Computer Manufacturing,https://www.nasdaq.com/symbol/aapl
ARCI,"Appliance Recycling Centers of America, Inc.",0.8475,5826871.838,n/a,n/a,Consumer Services,Home Furnishings,https://www.nasdaq.com/symbol/arci
APDN,Applied DNA Sciences Inc,1.52,45770326.64,n/a,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/apdn
APDNW,Applied DNA Sciences Inc,0.25,0,n/a,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/apdnw
AGTC,Applied Genetic Technologies Corporation,5.65,102324528.4,n/a,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/agtc
AMAT,"Applied Materials, Inc.",49.51,52019538175,n/a,1972,Technology,Semiconductors,https://www.nasdaq.com/symbol/amat
AAOI,"Applied Optoelectronics, Inc.",33.22,650414811.9,n/a,2013,Technology,Semiconductors,https://www.nasdaq.com/symbol/aaoi
AREX,Approach Resources Inc.,2.75,260224970.5,n/a,2007,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/arex
APTI,"Apptio, Inc.",31.73,1380005475,n/a,2016,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/apti
APRI,"Apricus Biosciences, Inc.",0.3,7032324,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/apri
APVO,Aptevo Therapeutics Inc.,5.67,128063368.4,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/apvo
APTO,"Aptose Biosciences, Inc.",3.44,106877112.3,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/apto
AQMS,"Aqua Metals, Inc.",3.55,101864445.5,n/a,2015,Basic Industries,Metal Fabrications,https://www.nasdaq.com/symbol/aqms
AQB,"AquaBounty Technologies, Inc.",3.08,39506605.6,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/aqb
AQXP,"Aquinox Pharmaceuticals, Inc.",12.68,298084001.4,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aqxp
ARDM,Aradigm Corporation,1.45,21996790,n/a,1996,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/ardm
ARLZ,Aralez Pharmaceuticals Inc.,0.4151,27800385.2,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arlz
PETX,"Aratana Therapeutics, Inc.",5.34,250151803.4,n/a,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/petx
ABUS,Arbutus Biopharma Corporation,6.1,336524781.7,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/abus
ARCW,"ARC Group Worldwide, Inc.",2.35,54769243.35,n/a,n/a,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/arcw
ABIO,"ARCA biopharma, Inc.",0.5699,7935187.868,n/a,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/abio
RKDA,"Arcadia Biosciences, Inc.",9.8,29195562.2,n/a,2015,Basic Industries,Agricultural Chemicals,https://www.nasdaq.com/symbol/rkda
ARCB,ArcBest Corporation,47.75,1224382150,n/a,n/a,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/arcb
ACGL,Arch Capital Group Ltd.,78.67,10681470464,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/acgl
ACGLO,Arch Capital Group Ltd.,23.95,0,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/acglo
ACGLP,Arch Capital Group Ltd.,23.6,0,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/acglp
FUV,"Arcimoto, Inc.",2.95,46961684.25,n/a,2017,Consumer Non-Durables,Motor Vehicles,https://www.nasdaq.com/symbol/fuv
ARCT,Arcturus Therapeutics Ltd.,6.09,62875809.15,n/a,2013,n/a,n/a,https://www.nasdaq.com/symbol/arct
ARDX,"Ardelyx, Inc.",5.8,276100694.4,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ardx
ARNA,"Arena Pharmaceuticals, Inc.",45.53,2241628300,n/a,2000,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arna
ARCC,Ares Capital Corporation,16.56,7059498192,n/a,2004,n/a,n/a,https://www.nasdaq.com/symbol/arcc
ARGX,argenx SE,94.53,1641328360,17363042,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/argx
ARKR,Ark Restaurants Corp.,26.7,92066432.7,n/a,n/a,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/arkr
ARMO,"ARMO BioSciences, Inc.",49.87,1516302786,n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/armo
ARTX,Arotech Corporation,3.75,99370732.5,n/a,1994,Miscellaneous,Industrial Machinery/Components,https://www.nasdaq.com/symbol/artx
ARQL,"ArQule, Inc.",3.39,295354858.5,n/a,1996,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arql
ARRY,Array BioPharma Inc.,15.75,3317534231,n/a,2000,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arry
ARRS,ARRIS International plc,26.35,4908032079,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/arrs
DWCR,Arrow DWA Country Rotation ETF,30.2,15100000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dwcr
DWAT,Arrow DWA Tactical ETF,11.9077,8335390,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dwat
AROW,Arrow Financial Corporation,37.65,525946818.2,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/arow
ARWR,"Arrowhead Pharmaceuticals, Inc.",10,875771880,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arwr
ASNS,"Arsanis, Inc.",19.28,275596436.9,n/a,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/asns
ARTNA,Artesian Resources Corporation,36.74,339123206,n/a,n/a,Public Utilities,Water Supply,https://www.nasdaq.com/symbol/artna
ARTW,"Art&#39;s-Way Manufacturing Co., Inc.",2.775,11656293.15,n/a,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/artw
ASNA,"Ascena Retail Group, Inc.",3.2,627822592,n/a,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/asna
ASND,Ascendis Pharma A/S,66.29,2498469503,37689991,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/asnd
ASCMA,"Ascent Capital Group, Inc.",2.34,29012904.18,n/a,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/ascma
APWC,Asia Pacific Wire & Cable Corporation Limited,2.525,34894664.23,n/a,n/a,Basic Industries,Telecommunications Equipment,https://www.nasdaq.com/symbol/apwc
ASLN,ASLAN Pharmaceuticals Limited,6.1875,46406250,7500000,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/asln
ASML,ASML Holding N.V.,197.34,14585303295,73909513,1995,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/asml
ASPU,Aspen Group Inc.,8.18,150121568.6,n/a,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/aspu
AZPN,"Aspen Technology, Inc.",93.99,6713107830,n/a,1994,Technology,EDP Services,https://www.nasdaq.com/symbol/azpn
ASMB,"Assembly Biosciences, Inc.",41.82,859431026.8,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/asmb
ASFI,"Asta Funding, Inc.",3.55,23514543.25,n/a,1995,Finance,Finance Companies,https://www.nasdaq.com/symbol/asfi
ASTE,"Astec Industries, Inc.",58.97,1361469344,n/a,1986,Capital Goods,Construction/Ag Equipment/Trucks,https://www.nasdaq.com/symbol/aste
ATRO,Astronics Corporation,35.86,1007369402,n/a,n/a,Capital Goods,Military/Government/Technical,https://www.nasdaq.com/symbol/atro
ALOT,"AstroNova, Inc.",19.65,133774095.3,n/a,1983,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/alot
ASTC,Astrotech Corporation,1.93,7927548.34,n/a,n/a,Capital Goods,Military/Government/Technical,https://www.nasdaq.com/symbol/astc
ASUR,Asure Software Inc,16.73,210564348.8,n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/asur
ASV,"ASV Holdings, Inc.",6.91,67871519.47,n/a,2017,Capital Goods,Construction/Ag Equipment/Trucks,https://www.nasdaq.com/symbol/asv
ATAI,ATA Inc.,5.14,54289774.82,10562213,2008,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/atai
ATRA,"Atara Biotherapeutics, Inc.",50.05,2199671774,n/a,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/atra
ATHN,"athenahealth, Inc.",150.01,6061862247,n/a,2007,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/athn
ATNX,"Athenex, Inc.",17,1079811593,n/a,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/atnx
ATHX,"Athersys, Inc.",2.45,337998435.3,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/athx
ATAC,Atlantic Acquisition Corp.,10.02,58842419.94,n/a,2017,Consumer Non-Durables,Food Distributors,https://www.nasdaq.com/symbol/atac
ATACR,Atlantic Acquisition Corp.,0.6,0,n/a,2017,Consumer Non-Durables,Food Distributors,https://www.nasdaq.com/symbol/atacr
ATACU,Atlantic Acquisition Corp.,10.55,0,n/a,2017,Consumer Non-Durables,Food Distributors,https://www.nasdaq.com/symbol/atacu
AAME,Atlantic American Corporation,2.75,55727311.75,n/a,n/a,Finance,Life Insurance,https://www.nasdaq.com/symbol/aame
ACBI,"Atlantic Capital Bancshares, Inc.",20.5,533762989.5,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/acbi
ACFC,Atlantic Coast Financial Corporation,10.87,169059294.7,n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/acfc
AY,Atlantica Yield plc,19.6,1964258296,n/a,2014,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/ay
ATLC,Atlanticus Holdings Corporation,2.0001,30721652.01,n/a,1995,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/atlc
AAWW,Atlas Air Worldwide Holdings,69.2,1768876422,n/a,n/a,Transportation,Transportation Services,https://www.nasdaq.com/symbol/aaww
AFH,"Atlas Financial Holdings, Inc.",10.75,128322427.5,n/a,2013,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/afh
AFHBL,"Atlas Financial Holdings, Inc.",24.75,0,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/afhbl
TEAM,Atlassian Corporation Plc,63.4,14836445819,n/a,2015,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/team
ATNI,"ATN International, Inc.",51.3,819980277.3,n/a,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/atni
ATOM,Atomera Incorporated,5.83,72065032.27,n/a,2016,Technology,Semiconductors,https://www.nasdaq.com/symbol/atom
ATOS,Atossa Genetics Inc.,3.58,9493988.16,n/a,2012,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/atos
ATRC,"AtriCure, Inc.",24.08,843764379.9,n/a,2005,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/atrc
ATRI,Atrion Corporation,594.45,1100827477,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/atri
ATIS,Attis Industries Inc.,0.4498,7702112.517,n/a,n/a,Basic Industries,Miscellaneous,https://www.nasdaq.com/symbol/atis
ATISW,Attis Industries Inc.,0.12,0,n/a,n/a,Basic Industries,Miscellaneous,https://www.nasdaq.com/symbol/atisw
ATTU,Attunity Ltd.,10.8,223962062.4,n/a,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/attu
LIFE,"aTyr Pharma, Inc.",0.95,28337286.85,n/a,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/life
AUBN,"Auburn National Bancorporation, Inc.",42.904,156329219,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/aubn
BOLD,"Audentes Therapeutics, Inc.",38.24,1405076067,n/a,2016,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/bold
AUDC,AudioCodes Ltd.,7.2,208024394.4,n/a,1999,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/audc
AUPH,Aurinia Pharmaceuticals Inc,6.06,509353653.5,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/auph
EARS,Auris Medical Holding AG,1.499,9169964.612,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ears
ADSK,"Autodesk, Inc.",138.85,30423274097,n/a,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/adsk
ADP,"Automatic Data Processing, Inc.",128.91,56787732787,n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/adp
AUTO,"AutoWeb, Inc.",3.74,48194481.5,n/a,n/a,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/auto
AVDL,Avadel Pharmaceuticals plc,6.98,287635106.6,41208468,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/avdl
ATXI,"Avenue Therapeutics, Inc.",4.25,44850441.25,n/a,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/atxi
AVEO,"AVEO Pharmaceuticals, Inc.",2.16,256753737.4,n/a,2010,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aveo
AVNW,"Aviat Networks, Inc.",18.75,100299543.8,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/avnw
CDMO,"Avid Bioservices, Inc.",3.39,188322069.9,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cdmo
CDMOP,"Avid Bioservices, Inc.",24.8999,17429930,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cdmop
AVID,"Avid Technology, Inc.",4.98,206679606.4,n/a,1993,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/avid
AVGR,"Avinger, Inc.",1.32,6389951.04,n/a,2015,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/avgr
CAR,"Avis Budget Group, Inc.",42,3412879806,n/a,n/a,Consumer Services,Rental/Leasing Companies,https://www.nasdaq.com/symbol/car
AHPA,Avista Healthcare Public Acquisition Corp.,10,387500000,n/a,2016,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/ahpa
AHPAU,Avista Healthcare Public Acquisition Corp.,10.14,0,n/a,2016,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/ahpau
AHPAW,Avista Healthcare Public Acquisition Corp.,0.35,0,n/a,2016,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/ahpaw
AVT,"Avnet, Inc.",39.05,4607181207,n/a,n/a,Consumer Non-Durables,Electronic Components,https://www.nasdaq.com/symbol/avt
AWRE,"Aware, Inc.",4.05,87264612.9,n/a,1996,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/awre
ACLS,"Axcelis Technologies, Inc.",21.05,676664143.3,n/a,2000,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/acls
AXGN,"AxoGen, Inc.",43.95,1676597788,n/a,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/axgn
AAXN,"Axon Enterprise, Inc.",57.95,3093455085,n/a,n/a,Capital Goods,Ordnance And Accessories,https://www.nasdaq.com/symbol/aaxn
AXON          ,Axovant Sciences Ltd.,1.3,140124496.2,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/axon
AXSM,"Axsome Therapeutics, Inc.",3.45,88614947.4,n/a,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/axsm
AXTI,AXT Inc,6.4,252404908.8,n/a,1998,Technology,Semiconductors,https://www.nasdaq.com/symbol/axti
AYTU,"Aytu BioScience, Inc.",0.37,13276735.53,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aytu
AZRX,"AzurRx BioPharma, Inc.",2.6,43582227,n/a,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/azrx
BCOM,B Communications Ltd.,10.301,307887052.5,n/a,n/a,Consumer Services,Telecommunications Equipment,https://www.nasdaq.com/symbol/bcom
RILY,"B. Riley Financial, Inc.",20.7,532767326.4,n/a,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/rily
RILYG,"B. Riley Financial, Inc.",24.7,0,n/a,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/rilyg
RILYH,"B. Riley Financial, Inc.",25.0901,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/rilyh
RILYL,"B. Riley Financial, Inc.",25.456,0,n/a,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/rilyl
RILYZ,"B. Riley Financial, Inc.",25,0,n/a,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/rilyz
BOSC,B.O.S. Better Online Solutions,2.3,7720384.7,n/a,n/a,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/bosc
BIDU,"Baidu, Inc.",253.01,71029121624,280736420,2005,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/bidu
BCPC,Balchem Corporation,94.21,3024872070,n/a,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/bcpc
BWINA,"Baldwin & Lyons, Inc.",23.25,349707690.8,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/bwina
BWINB,"Baldwin & Lyons, Inc.",23.2,348955631.2,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/bwinb
BLDP,"Ballard Power Systems, Inc.",3.14,559203378.7,n/a,n/a,Energy,Industrial Machinery/Components,https://www.nasdaq.com/symbol/bldp
BANF,BancFirst Corporation,59,1930079685,n/a,1993,Finance,Major Banks,https://www.nasdaq.com/symbol/banf
BANFP,BancFirst Corporation,27.2,27200000,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/banfp
BCTF,"Bancorp 34, Inc.",15.2,51741788,n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/bctf
BAND,Bandwidth Inc.,34.51,611389029.9,n/a,2017,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/band
BOCH,Bank of Commerce Holdings (CA),11.5,187627123,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/boch
BMRC,Bank of Marin Bancorp,76.05,531126963.9,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bmrc
BMLP,Bank Of Montreal,48.437,48437000,n/a,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/bmlp
BKSC,Bank of South Carolina Corp.,20.257,111234772.5,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bksc
BOTJ,"Bank of the James Financial Group, Inc.",15.2,66552227.2,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/botj
OZRK,Bank of the Ozarks,48.48,6235309061,n/a,1997,Finance,Major Banks,https://www.nasdaq.com/symbol/ozrk
BFIN,BankFinancial Corporation,17.52,310788226.1,n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/bfin
BWFG,"Bankwell Financial Group, Inc.",30.51,239009360,n/a,2014,Finance,Major Banks,https://www.nasdaq.com/symbol/bwfg
BANR,Banner Corporation,58.11,1883230972,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/banr
BZUN,Baozun Inc.,54.85,2102135958,38325177,2015,Consumer Services,Catalog/Specialty Distribution,https://www.nasdaq.com/symbol/bzun
DFVL,Barclays PLC,62.17,4550844,n/a,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/dfvl
DFVS,Barclays PLC,36.81,1317798,n/a,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/dfvs
DLBL,Barclays PLC,75.08,4346155.96,n/a,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/dlbl
DLBS,Barclays PLC,21.8058,21176528.22,n/a,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/dlbs
DTUL,Barclays PLC,56.03,3867918.99,n/a,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/dtul
DTUS,Barclays PLC,39.6846,10167313.57,n/a,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/dtus
DTYL,Barclays PLC,73.11,5029456.23,n/a,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/dtyl
DTYS,Barclays PLC,24.4217,69533928.25,n/a,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/dtys
FLAT,Barclays PLC,62,2848404,n/a,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/flat
STPP,Barclays PLC,32.15,4272735,n/a,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/stpp
TAPR,Barclays PLC,29.51,19488404,n/a,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/tapr
BHAC,Barington/Hilco Acquisition Corp.,10.47,29148898.8,n/a,2015,Finance,Business Services,https://www.nasdaq.com/symbol/bhac
BHACR,Barington/Hilco Acquisition Corp.,0.1888,0,n/a,2015,Finance,Business Services,https://www.nasdaq.com/symbol/bhacr
BHACU,Barington/Hilco Acquisition Corp.,10.4,0,n/a,2015,Finance,Business Services,https://www.nasdaq.com/symbol/bhacu
BHACW,Barington/Hilco Acquisition Corp.,0.0833,0,n/a,2015,Finance,Business Services,https://www.nasdaq.com/symbol/bhacw
